Algorithm,InputSize,Time
a_shaped_array,32,0.000022
a_shaped_array,64,0.000053
a_shaped_array,128,0.000124
a_shaped_array,256,0.000103
a_shaped_array,512,0.000292
a_shaped_array,1024,0.000782
a_shaped_array,2048,0.001769
a_shaped_array,4096,0.004822
a_shaped_array,8192,0.010177
a_shaped_array,16384,0.020738
a_shaped_array,32768,0.049092

