Algorithm,InputSize,Time
random_array,32,0.000020
random_array,64,0.000037
random_array,128,0.000069
random_array,256,0.000237
random_array,512,0.000676
random_array,1024,0.001791
random_array,2048,0.003726
random_array,4096,0.008404
random_array,8192,0.022430
random_array,16384,0.048872
random_array,32768,0.099798

