Algorithm,InputSize,Time
decreasing_array,32,0.000017
decreasing_array,64,0.000023
decreasing_array,128,0.000055
decreasing_array,256,0.000103
decreasing_array,512,0.000373
decreasing_array,1024,0.000766
decreasing_array,2048,0.003017
decreasing_array,4096,0.004838
decreasing_array,8192,0.010479
decreasing_array,16384,0.022172
decreasing_array,32768,0.047028

