Algorithm,InputSize,Time
decreasing_array,32,0.000021
decreasing_array,64,0.000062
decreasing_array,128,0.000357
decreasing_array,256,0.000831
decreasing_array,512,0.004852
decreasing_array,1024,0.024267
decreasing_array,2048,0.086416
decreasing_array,4096,0.322061
decreasing_array,8192,1.298680
decreasing_array,16384,5.144088
decreasing_array,32768,21.818290

